log
"[2022-08-04 18:24:11,096 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659608423603', 'expiryTimeMillis': '1659608718363', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'cancelReason': 0, 'userCancellationTimeMillis': '1659608647399', 'orderId': 'GPA.3390-9825-6650-03815', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-17 05:48:02,912 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660081699675', 'expiryTimeMillis': '1660686478842', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1660648754167', 'orderId': 'GPA.3398-9696-7098-40164', 'cancelSurveyResult': {'cancelSurveyReason': 1}, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 16:56:26,571 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660812684389', 'expiryTimeMillis': '1660813400818', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3350-4744-8659-77890..0', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 14:23:05,336 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660801979701', 'expiryTimeMillis': '1660804196759', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3396-4566-1653-79780..5', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 16:34:23,958 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660809689798', 'expiryTimeMillis': '1660811660985', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1660811624482', 'orderId': 'GPA.3394-2651-6291-76778..0', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:21:05,635 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660814186151', 'expiryTimeMillis': '1660815480060', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '79990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3303-6193-6377-74176..0', 'linkedPurchaseToken': 'fnnlaodahkldpnmjjnbndpbc.AO-J1Oz1C4yLY5FpbYbICgbGWwx072gGkIn-t_CZ47slqkopP9Zs3FCYErL6XF7GKmpxlapuG_vtIvKzMWtumpP0Nmu4RaMuywNLCqidsdqXksqaAOu8iJ8', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:16:34,853 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660814186151', 'expiryTimeMillis': '1660814580060', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '79990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3303-6193-6377-74176', 'linkedPurchaseToken': 'fnnlaodahkldpnmjjnbndpbc.AO-J1Oz1C4yLY5FpbYbICgbGWwx072gGkIn-t_CZ47slqkopP9Zs3FCYErL6XF7GKmpxlapuG_vtIvKzMWtumpP0Nmu4RaMuywNLCqidsdqXksqaAOu8iJ8', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:52:20,992 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660816336366', 'expiryTimeMillis': '1660816753459', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3385-5850-3045-60043', 'purchaseType': 0, 'acknowledgementState': 0, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:52:43,688 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660816354777', 'expiryTimeMillis': '1660816753073', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '79990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3341-6823-2131-91885', 'linkedPurchaseToken': 'mldglemeakfhakmhkbammkja.AO-J1OwS6vDvXL0FuNQcUZMRPd2USbqpUIDGvH2KxdcjdjB6IDlieesWYIIMHi5Ty76nRiKskrjz6uSo6ObS4yWGg1MAkPBGySi1psYEQ4dmjz9NR2qbRcE', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 13:58:04,491 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660801979701', 'expiryTimeMillis': '1660802696759', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3396-4566-1653-79780..0', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:11:54,173 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660812925802', 'expiryTimeMillis': '1660813701089', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1660813616715', 'orderId': 'GPA.3334-9608-3448-45496..1', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:06:27,776 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660812684389', 'expiryTimeMillis': '1660814000818', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3350-4744-8659-77890..2', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 14:18:04,982 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660801979701', 'expiryTimeMillis': '1660803896759', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3396-4566-1653-79780..4', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-19 09:48:04,533 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1659080770878', 'expiryTimeMillis': '1660873680940', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1659407888218', 'orderId': 'GPA.3395-1452-5553-42456', 'linkedPurchaseToken': 'cfidcdngnjbhibmkangjojii.AO-J1OwfrUwz1Mhbd2bRPuc_RJiLA250fCJ4vJFOBHJzs7UjtzDMzipzbuodCPaSfDtofDtoOoSco9oNgcAf7x4EzHao-LKG4a_oFBpvAZpvSgX7eZcn7co', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-04 18:20:32,676 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659608423603', 'expiryTimeMillis': '1659608838363', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3390-9825-6650-03815', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 10:18:28,451 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659665899811', 'expiryTimeMillis': '1660277895158', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3322-0211-5770-39178', 'acknowledgementState': 0, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 10:18:32,650 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659665899811', 'expiryTimeMillis': '1660277895158', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3322-0211-5770-39178', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 10:18:28,451 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659665899811', 'expiryTimeMillis': '1660277895158', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3322-0211-5770-39178', 'acknowledgementState': 0, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 18:48:27,100 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659696500045', 'expiryTimeMillis': '1659698417093', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3376-8700-2644-47005', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 18:48:27,100 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659696500045', 'expiryTimeMillis': '1659698417093', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3376-8700-2644-47005', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 15:09:28,708 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1658946111083', 'expiryTimeMillis': '1659683364461', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1659683363234', 'orderId': 'GPA.3315-4310-2062-08506..0', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 17:00:23,567 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659608423603', 'expiryTimeMillis': '1659608719093', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1659608647399', 'orderId': 'GPA.3390-9825-6650-03815', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 21:48:27,264 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659696500045', 'expiryTimeMillis': '1659709217093', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3376-8700-2644-47005..5', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-06 06:10:55,578 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659737449084', 'expiryTimeMillis': '1660349444568', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3376-4807-0266-55449', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-06 06:16:34,089 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659737449084', 'expiryTimeMillis': '1660342244568', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'cancelReason': 0, 'userCancellationTimeMillis': '1659737790615', 'orderId': 'GPA.3376-4807-0266-55449', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-06 06:16:34,089 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659737449084', 'expiryTimeMillis': '1660342244568', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'cancelReason': 0, 'userCancellationTimeMillis': '1659737790615', 'orderId': 'GPA.3376-4807-0266-55449', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-05 18:05:36,487 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-99]: (google pay verify response, response <{'startTimeMillis': '1659690034878', 'expiryTimeMillis': '1659693632658', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1659691920378', 'orderId': 'GPA.3343-8971-8127-11071..0', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-09 09:19:53,012 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1659737449084', 'expiryTimeMillis': '1660342244568', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'cancelReason': 0, 'userCancellationTimeMillis': '1659737790615', 'orderId': 'GPA.3376-4807-0266-55449', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-09 12:27:31,053 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1659412344743', 'expiryTimeMillis': '1659414445064', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 1, 'orderId': 'GPA.3399-8217-7573-38574..5', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-09 12:27:31,053 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1659412344743', 'expiryTimeMillis': '1659414445064', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 1, 'orderId': 'GPA.3399-8217-7573-38574..5', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-08 18:30:08,880 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1659349539406', 'expiryTimeMillis': '1659349802974', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1659349701040', 'orderId': 'GPA.3345-5180-2053-38850', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-11 07:38:23,723 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660173631887', 'expiryTimeMillis': '1660778183369', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'cancelReason': 0, 'userCancellationTimeMillis': '1660174700274', 'orderId': 'GPA.3366-4492-8003-89521', 'linkedPurchaseToken': 'goidkpplhegggkdiegbncmhj.AO-J1OyVw2gyqYyK-rBv-_xVam32syhoWdycCLDd28QQZResmqOmkXYmh4ZhmVahUEtFjjxiaG_qKVW2wA5W2mcYuQ2uvh1EL5KAKz6oXeOSnSYm6PIWWTk', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-11 08:04:37,933 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660176256692', 'expiryTimeMillis': '1660782599621', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3385-0628-0355-99213', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-11 08:07:48,828 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660176256692', 'expiryTimeMillis': '1660782599621', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3385-0628-0355-99213', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-11 08:04:37,933 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660176256692', 'expiryTimeMillis': '1660782599621', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3385-0628-0355-99213', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-11 12:25:41,469 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660191883858', 'expiryTimeMillis': '1660796671433', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'cancelReason': 0, 'userCancellationTimeMillis': '1660191938626', 'orderId': 'GPA.3318-9998-8583-60315', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-11 22:35:01,751 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660176256692', 'expiryTimeMillis': '1660782599621', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3385-0628-0355-99213', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-11 22:33:18,786 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660176256692', 'expiryTimeMillis': '1660782599621', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3385-0628-0355-99213', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-16 05:49:28,873 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660600104860', 'expiryTimeMillis': '1660785382994', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3375-6335-6006-93011', 'linkedPurchaseToken': 'bnmpbmdmdcfdnckigbdapbch.AO-J1OwCUon07PrgzgqtX3WgwywvPQdGE-P_KurIJEN5Bpx_-oR3k1HBRoeYGZOVQwGiyGeohr66Bn7mC2fdhfIzt_TH0lSI4da19yX2Byd2D3GmloBpcgo', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-16 05:48:37,454 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660600104860', 'expiryTimeMillis': '1660785382994', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3375-6335-6006-93011', 'linkedPurchaseToken': 'bnmpbmdmdcfdnckigbdapbch.AO-J1OwCUon07PrgzgqtX3WgwywvPQdGE-P_KurIJEN5Bpx_-oR3k1HBRoeYGZOVQwGiyGeohr66Bn7mC2fdhfIzt_TH0lSI4da19yX2Byd2D3GmloBpcgo', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-16 06:27:46,883 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660602379299', 'expiryTimeMillis': '1660602461758', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 2, 'orderId': 'GPA.3345-5642-1705-88402', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-15 12:28:22,005 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660537591045', 'expiryTimeMillis': '1661149581281', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3317-2579-6394-96476', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-15 07:51:29,903 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660520960825', 'expiryTimeMillis': '1661132586320', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3343-2604-1188-81019', 'linkedPurchaseToken': 'pfellfhpdeilccedchnocmmn.AO-J1Ow14BO7Y1hDNI73yBc59rLH0tDCUsN273kLYJf_rUiIX2i1m7UWNWzK3Qo_0KTijTtGAt0TZouvx_-C93yCCOd0_iFZV6SrRpRAB_zgB1529ZLKOsI', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-17 04:14:38,884 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660680867188', 'expiryTimeMillis': '1661292653064', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 2, 'orderId': 'GPA.3354-8819-2070-01707', 'linkedPurchaseToken': 'ldblchihkkffhephpbmoigcb.AO-J1OwvtOJFFZI60eRmpyqSeOnh7Z4sL8wUAJ2rBK3Cb5xRfIR470xjmJNS2CHa_1JjUDJPytNv2xr3_3rkOHE6QU5S1wB_7R-IPuPLKO_48vbWmDa9Dlg', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 12:24:36,083 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660191883858', 'expiryTimeMillis': '1660796672113', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '89990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 0, 'userCancellationTimeMillis': '1660191938626', 'orderId': 'GPA.3318-9998-8583-60315', 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:06:59,406 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660812925802', 'expiryTimeMillis': '1660813700777', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'cancelReason': 0, 'userCancellationTimeMillis': '1660813616715', 'orderId': 'GPA.3334-9608-3448-45496..1', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:16:26,521 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660812684389', 'expiryTimeMillis': '1660814600818', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3350-4744-8659-77890..4', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:16:30,880 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660814186151', 'expiryTimeMillis': '1660814580060', 'autoRenewing': True, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '79990000', 'countryCode': 'US', 'developerPayload': '', 'paymentState': 1, 'orderId': 'GPA.3303-6193-6377-74176', 'linkedPurchaseToken': 'fnnlaodahkldpnmjjnbndpbc.AO-J1Oz1C4yLY5FpbYbICgbGWwx072gGkIn-t_CZ47slqkopP9Zs3FCYErL6XF7GKmpxlapuG_vtIvKzMWtumpP0Nmu4RaMuywNLCqidsdqXksqaAOu8iJ8', 'purchaseType': 0, 'acknowledgementState': 0, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
"[2022-08-18 17:26:25,257 |     INFO | luffy.apps.payment.google_pay.api-subscriptions_verify-100]: (google pay verify response, response <{'startTimeMillis': '1660812684389', 'expiryTimeMillis': '1660814783565', 'autoRenewing': False, 'priceCurrencyCode': 'USD', 'priceAmountMicros': '14990000', 'countryCode': 'US', 'developerPayload': '', 'cancelReason': 1, 'orderId': 'GPA.3350-4744-8659-77890..5', 'purchaseType': 0, 'acknowledgementState': 1, 'kind': 'androidpublisher#subscriptionPurchase'}>)"
